PublicationNumber,Title,Year,Abstract,Journal,Authors,PMID,DOI,Comments,Question,Answer
8eb6db64-5623-4300-b8b6-0cdd0b06e9cb,EGCG inhibits properties of glioma stem-like cells and synergizes with temozolomide through downregulation of P-glycoprotein inhibition,2015,Combination therapy to inhibit cancer stem cells may have important clinical implications. Here we examine the molecular mechanisms by which epigallocatechin gallate (EGCG) a bioactive polyphenol in green tea inhibits the stem cell characteristics of glioma stem-like cells (GSLCs) and synergizes with temozolomide (TMZ) a DNA-methylating agent commonly used as first-line chemotherapy in gliomas. GSLCs were enriched from the human glioblastoma cell line U87 using neurosphere culture. Cells were analyzed using flow cytometry quantitative PCR and western blotting. Compared to U87 cells a higher percentage of U87 GSLCs remained in the G0/G1 phase with downregulation of the cell-cycle protein CylinD1 and overexpression of stem cell markers CD133 and ALDH1. The drug-resistance gene ABCB1 (but not ABCG2 or MGMT) also showed high mRNA and protein expression. The resistance index of U87 GSLCs against TMZ and carmustine (BCNU) was 3.0 and 16.8 respectively. These results indicate that U87 GSLCs possess neural stem cell and drug-resistance properties. Interestingly EGCG treatment inhibited cell viability neurosphere formation and migration in this cell model. EGCG also induced apoptosis downregulation of p-Akt and Bcl-2 and cleaving PARP in a dose-dependent manner. Importantly EGCG treatment significantly downregulated P-glycoprotein expression but not that of ABCG2 or MGMT and simultaneously enhanced sensitivity to TMZ. Our study demonstrates that the use of EGCG alone or in combination with TMZ may be an effective therapeutic strategy for glioma.,,Xue-Yun ,,10.1007/s11060-014-1604-1,,Is this publication relevent to this project?,
8f058d30-9af9-4f57-849d-8480d2ccc669,The mTOR inhibitor RAD001 potentiates autophagic cell death induced by temozolomide in a glioblastoma cell line,2013,We have studied the consequences of the combination of the mammalian target of rapamycin (mTOR) inhibitor RAD001 and temozolomide on the growth and cell death of the glioblastoma cell line U-87 in vitro. A progressive decrease of cell proliferation was recorded with increasing concentrations of temozolomide which was markedly reinforced and prolonged by the addition of RAD001. While this combination treatment resulted in only a low level of apoptosis it led to a pronounced enhancement of autophagic cell death. When combined with gamma-ray irradiation a significant reinforcement of the overall cytotoxicity was obtained suggesting the efficacy of such a multipronged approach for the treatment of glioblastoma. RAD001 strongly contributes to the reinforcement of temozolomide-induced autophagy which appears to represent a major form of cell death in glioblastoma. The association of such combined chemotherapies with radiotherapy could be useful for the management of these hard-to-treat malignancies.,,P ,,NA,,Is this publication relevent to this project?,
92e91239-6e31-4134-94cb-2c5243b19e94,Do Anti-Oxidants Vitamin D(3) Melatonin and Alpha-Lipoic Acid Have Synergistic Effects with Temozolomide on Cultured Glioblastoma Cells?,2018,Background: Cancer patients often take over-the-counter anti-oxidants as primary treatment or in combination with chemotherapy. Data about such use in glioblastoma is limited. Methods: Cultured U87-MG cells a primary glioblastoma cell line (MU1454) U87-MG derived stem-like cells (scU87) and MU1454 derived stem-like cell lines (scMU1454) were pre-treated with one of three anti-oxidants&mdash;Vitamin D₃ Melatonin and alpha-lipoic acid (LA)&mdash;for 72 h followed by a 72 h treatment with temozolomide (TMZ). MTT (3-(45-Dimethylthiazol-2-yl)-25-diphenyltetrazolium bromide) assessed cell proliferation. DCFDA Cellular ROS Detection Assay and Glutathione peroxidase (GP&times;1) activity assessed the anti-oxidant effect of TMZ +/&minus; an anti-oxidant drug. Results: Vitamin D₃ did not affect MU1454 but had slight TMZ synergism for U87-MG. Melatonin 1 mM decreased U87-MG and MU1454 cell proliferation. As pretreatment to TMZ melatonin 1 mM and 50 nM significantly reduced proliferation. LA 1 mM had a significant effect alone or with TMZ on U87-MG and MU1454. LA 250 uM also reduced proliferation by almost 50%. Melatonin and LA significantly enhanced the responsiveness of scMU1454 to TMZ while Melatonin 50 nM exerted similar effects on scU87. The anti-oxidants were associated with generally decreased reactive oxygen species and limited GP&times;1 effects. Conclusions: Anti-oxidants may have synergistic effects with TMZ. LA offers the most promise followed by melatonin.,,Scott ,,10.3390/medicines5020058,,Is this publication relevent to this project?,
938fc84c-1056-490c-9170-6aeba6897d98,Inhibition of telomerase activity in malignant glioma cells correlates with their sensitivity to temozolomide,2003,Temozolomide (TMZ 34-dihydro-3-methyl-4-oxoimidazo [51-d]-as-tetrazine-8-carboxamide) is a new alkylating agent with promising antitumour efficacy for malignant gliomas. The resistance of tumour cells to TMZ is primarily associated with levels of the alkylguanine alkyltransferase (AGT). O-6-benzylguanine (O-6-BG) an inhibitor for AGT reduced resistance to TMZ. Recently it has been demonstrated that chemosensitivity of tumour cells is related to a decline in telomerase activity. However it is unknown if TMZ sensitivity of malignant glioma cells correlates with telomerase. In this study using malignant glioma cells with low levels of AGT (U373-MG and U87-MG) and high levels of AGT (T98G) we investigated the association among AGT telomerase and TMZ sensitivity. U373-MG and U87-MG cells were sensitive to TMZ ( IC50 for a 2-day treatment = 100 muM) while T98G cells were resistant to TMZ (IC50 for a 2-day treatment >500 muM). Treatment with TMZ (100 muM) suppressed telomerase activity in U373-MG and U87-MG cells in a time-dependent manner but not in T98G cells. The downregulation of telomerase activity in U373-MG and U87-MG cells was due to inhibition of the human telomerase reverse-transcriptase ( hTERT) gene expression at the transcriptional level. This inhibitory effect was induced by interfering with transcription factor Sp1 binding sites of the hTERT core promoter. Interestingly O-6-BG not only sensitised T98G cells to TMZ but also suppressed telomerase activity. These findings suggest that response of malignant glioma cells to TMZ can be monitored by reduction in telomerase activity. Therefore quantification of telomerase activity during or after treatment with TMZ may be a useful marker to detect treatment efficacy.,,S ,,10.1038/sj.bjc.6601193,,Is this publication relevent to this project?,
93a5eb60-4b83-40dc-9a31-e90e843446a9,Sequential treatment of phenethyl isothiocyanate increases sensitivity of temozolomide resistant glioblastoma cells by decreasing expression of mgmt via nf-kappab pathway,2019,Background: Existence of acquired or intrinsic resistance to Temozolomide (TMD) remains a point of concern in treating glioblastoma (GBM). Here we established mechanism by which Phenethyl isothiocyanate (PEITC) reverses TMD resistance in T98G cell lines both in vitro and in vivo. Method(s): For the study TMD-resistant cell lines were generated by stepwise exposing the parental cell lines (U87 and U373) to TMD. The 50% inhibitory concentration (IC50) values were established. MTT assay was done for cell survival studies apoptosis assay by FITC Annexin V/PI staining luciferase reporter assay for NF-kappaB transcription activity cell colony survival and cell invasion assay protein expression by western blot was done. For in vivo studies nude mouse model of GBM was established TUNEL assay was done for apoptosis in tumor specimens. Result(s): We established that T98G U87-R and U373-R showed higher NF-kappaB activity and exhibited higher IC50 of TMD with significantly increased MGMT expression compared to untreated cells. Next we found that PEITC suppressed proliferation of resistant GBM cells inhibited NF-kappaB activity decreased expression of MGMT and reversed the resistance in U373-R U87-R and T98G cells. Exposure to PEITC followed by sequential treatment of TMD produced synergistic effect. In U373-R grafted xenografts mouse model PEITC suppressed cell growth and enhanced cell death. Conclusion(s): Altogether the present research established that combination of PEITC with TMD could enhance its clinical efficacy in resistant GBM by suppressing MGMT via inhibiting NF-kappaB activity.Copyright © 2019 E-Century Publishing Corporation. All rights reserved.,,Z ,,NA,,Is this publication relevent to this project?,
941f1b1f-0fc1-47f9-b88a-73637707b9e8,Ovatodiolide inhibits the oncogenicity and cancer stem cell-like phenotype of glioblastoma cells as well as potentiate the anticancer effect of temozolomide,2019,BACKGROUND: Ovatodiolide (Ova) a major bioactive diterpenoid isolate of Anisomeles indica has drawn considerable attention lately as an effective anticancer agent with several published works demonstrating its tumor-inhibitory activity in various cancer types. PURPOSE: In this study we examined the modulatory effect of Ova on the oncogenicity proliferation and cancer stem cell-like traits of glioblastoma (GBM) cells as well as investigated the underlying molecular mechanism for the anticancer activity of Ova in GBM cell lines U-87MG and GBM8401. METHODS: The antiproliferative apoptotic and stemness-attenuating effects of Ova were evaluated using the sulforhodamine B (SRB) colorimetric assay western blot and fluorescent immunocytochemistry. Cell apoptosis was analyzed based on variation in the expression levels of Bcl-2 family of regulator proteins Bax Bak Bcl-2 and Bcl-xL. RESULTS: Ova induced the apoptosis of the U-87MG and GBM8401 cells as well as effectively inhibited the proliferation and motility of the GBM cell lines in a dose- and time-dependent manner. Ova-induced apoptosis correlated with increased Bax/Bcl-2 ratio while inhibition of tumor cell migration and colony formation was associated with reduced Slug Vimentin NCadherin and β-catenin protein expression and increased E-Cadherin. In addition exposure to Ova inhibited tumorsphere formation elicited downregulation of CD44 CD133 Sox2 and Oct4 as well as correlated with dysregulation of the JAK2-STAT3 signaling pathway. Furthermore we showed for the first time to the best of our knowledge that Ova potentiate the chemotherapeutic effect of Temozolomide. CONCLUSION: Taken together our findings demonstrate the anticancer potential of Ova in GBM and its efficacy in the treatment of GBM as monotherapy and in combination with Temozolomide.,,Chien-Min ,,10.1016/j.phymed.2019.152840,,Is this publication relevent to this project?,
94fa4c59-9370-46d8-9b13-9fa69f72e13a,Magnolol and honokiol exert a synergistic anti-tumor effect through autophagy and apoptosis in human glioblastomas,2016,Glioblastoma (GBM) is a malignant brain tumor associated with a high mortality rate. The aim of this study is to investigate the synergistic effects of honokiol (Hono) and magnolol (Mag) extracted from Magnolia officinalis on cytotoxicity and inhibition of human GBM tumor progression in cellular and animal models. In comparison with Hono or Mag alone co-treatment with Hono and Mag (Hono-Mag) decreased cyclin A D1 and cyclin-dependent kinase 2 4 6 significantly leading to cell cycle arrest in U87MG and LN229 human glioma cells. In addition phosphorylated phosphoinositide 3-kinase (p-PI3K) p-Akt and Ki67 were decreased after Hono-Mag treatment showing proliferation inhibition. Hono-Mag treatment also reduced p-p38 and p-JNK but elevated p-ERK expression. Besides Hono-Mag treatment induced autophagy and intrinsic and extrinsic apoptosis. Both ERK and autophagy inhibitors enhanced Hono- Mag-induced apoptosis in LN229 cells indicating a rescuer role of ERK. In human GBM orthotopic xenograft model the Hono-Mag treatment inhibited the tumor progression and induced apoptosis more efficiently than Temozolomide Hono or Mag group. In conclusion the Hono-Mag exerts a synergistic anti-tumor effect by inhibiting cell proliferation and inducing autophagy and apoptosis in human GBM cells. The Hono-Mag may be applied as an adjuvant therapy to improve the therapeutic efficacy of GBM treatment.,,Y ,,10.18632/oncotarget.8674,,Is this publication relevent to this project?,
96be9f81-3b98-408f-846e-fe876fe84c57,Exogenous IGFBP-2 promotes proliferation invasion and chemoresistance to temozolomide in glioma cells via the integrin beta 1-ERK pathway,2014,Background: Insulin-like growth factor binding protein-2 (IGFBP-2) is significantly increased in the serum of patients with malignant gliomas. High plasma IGFBP-2 levels are correlated with poor prognosis in glioma patients. However the exact role of exogenous IGFBP-2 in gliomas is unclear. Methods and results: Using the MTT cell viability assay cell cycle analysis and the transwell migration assay it was demonstrated that IGFBP-2 treatment stimulated proliferation and invasion in U87 and U251 cell lines and primary SU3 glioma cells. Western blot analysis and immunofluorescence staining revealed that IGFBP-2 promoted ERK phosphorylation and nuclear translocation. Moreover blocking ERK activation using the inhibitor PD98059 markedly reduced the effects of IGFBP-2 in glioma cells. As IGFBP-2 has an integrin-binding domain the contribution of integrin beta 1 to these IGFBP-2-mediated processes was examined. Neutralisation or knockdown of the expression of integrin beta 1 inhibited IGFBP-2-induced ERK activation cell proliferation and cell invasion. Significantly IGFBP-2 induced temozolomide resistance in glioma cells in an integrin beta 1/ERK-dependent manner. Conclusions: Exogenous IGFBP-2 induces proliferation invasion and chemoresistance in glioma cells via integrin beta 1/ERK signaling suggesting that targeting this pathway could represent a potential therapeutic strategy for the treatment of gliomas. The identification of this pathway in glioma progression provides insight into the mechanism by which serum IGFBP-2 levels can predict the prognosis of glioma patients.,,A ,,10.1038/bjc.2014.435,,Is this publication relevent to this project?,
984aee56-a773-4de6-ad30-1ca1e6835d3a,Tim-3 expression in glioma cells is associated with drug resistance,2019,Objective: T-cell immunoglobulin and mucin-domain containing-3 (Tim-3) has been widely recognized as a negative regulator of antitumor immunity. However the mechanism by which Tim-3 suppresses antitumor treatment in gliomas remains unclear. This study aims to explore whether Tim-3 is expressed and to evaluate its effect in drug-fasted glioma cells. Subjects and Methods: U87 and U251 glioma cell lines were tested. Cell proliferation activity cell viability and the protein and mRNA levels of Tim-3 were detected using CCK-8 flow cytometry Western blotting and reverse transcription-quantitative polymerase chain reaction respectively. Enhancement of the sensitivity of glioma cells to chemotherapeutic agents was tested after inhibiting Tim-3 expression using Tim-3 small interfering RNAs (siRNA). Results: As temozolomide (TMZ) concentration increased the ratio of apoptotic cells also increased accordingly. However the level of Tim-3 expression in living cells from the high-dose group was higher than in the low- and middle-dose groups. After interfering with the expression of Tim-3 using siRNA against Tim-3 the killing effect of TMZ rose through an increase in apoptosis. Conclusions: The presence of Tim-3 mRNA and protein in glioma cells was detected. Significantly knocking down Tim-3 expression improved the potential of TMZ treatment.,,Min ,,10.4103/jcrt.JCRT_630_18,,Is this publication relevent to this project?,
9c00a515-5273-40a5-ac63-7c054612eb7b,Downregulation of Id2 increases chemosensitivity of glioma,2015,With its growth characteristic and chemoresistance glioblastoma is the most deadly brain tumor. Twenty-five core genes that influence the chemosensitivity of glioblastoma were screened in our previous experiments and Id2 the inhibitor of DNA binding 2 an oncogene encoding a helix-loop-helix protein was identified. The elevated expression levels of Id2 have been reported in several malignancies. The aim of this study is to investigate the effects of Id2 expression on the chemosensitivity of glioma cells. In this study Id2 expression was investigated in a malignant glioma cell line. Then we silenced the expression of Id2 with the highly specific posttranscriptional suppression of RNA interference (RNAi) in U87 cells. The changes in response to antitumor agents Me-CCNU VM26 and TMZ were evaluated by 3-(45-dimethylthiazol-2-yl)-25-diphenyltetrazolium bromide (MTT) assay. Apoptosis was measured using an annexin V-fluorescein isothiocyanate (FITC) apoptosis detection kit. The relationship between Id2 expression and caspase 3 was tested by RT-PCR and Western blot. This study demonstrated that Id2 was significantly upregulated in glioma tissues and Id2 correlated well with the advancement of glioma grade and a worse prognosis in response to temozolomide treatment. The RNAi-mediated decrease of Id2 expression enhanced chemosensitivity to Me-CCNU VM26 and TMZ in the U87 cell line. We further discovered that silencing of Id2 expression could promote apoptosis of glioblastoma cells which could be attributed to the fact that Id2 affects tumor cell chemosensitivity. Downregulation of the Id2 gene by RNAi could increase the chemosensitivity of glioblastoma cells. Id2 could be a good molecular target for glioblastoma gene therapy.,,Xinguang ,,10.1007/s13277-015-3055-5,,Is this publication relevent to this project?,
9c16f6bd-a1d6-41da-829a-30465f870365,Combination of lentivirus-mediated silencing of PPM1D and temozolomide chemotherapy eradicates malignant glioma through cell apoptosis and cell cycle arrest,2016,Temozolomide (TMZ) is approved for use as first line treatment for glioblastoma multiforme (GBM). However GBM shows chemoresistance shortly after the initiation of treatment. In order to detect whether silencing of human protein phosphatase 1D magnesium dependent (PPM1D) gene could increase the effects of TMZ in glioma cells glioma cells U87-MG were infected with lentiviral shRNA vector targeting PPM1D silencing. After PPM1D silencing was established cells were treated with TMZ. The multiple functions of human glioma cells after PPM1D silencing and TMZ chemotherapy were detected by flow cytometry and MTT assay. Significantly differentially expressed genes were distinguished by microarray-based gene expression profiling and analyzed by gene pathway enrichment analysis and ontology assessment. Western blotting was used to establish the protein expression of the core genes. PPM1D gene silencing improves TMZ induced cell proliferation and induces cell apoptosis and cell cycle arrest. When PPM1D gene silencing combined with TMZ was performed in glioma cells 367 genes were upregulated and 444 genes were downregulated compared with negative control. The most significant differential expression pathway was pathway in cancer and IGFR1R PIK3R1 MAPK8 and EP300 are core genes in the network. Western blotting showed that MAPK8 and PIK3R1 protein expression levels were upregulated and RB1 protein expression was decreased. It was consistent with that detected in gene expression profiling. In conclusion PPM1D gene silencing combined with TMZ eradicates glioma cells through cell apoptosis and cell cycle arrest. PIK3R1/AKT pathway plays a role in the multiple functions of glioma cells after PPM1D silencing and TMZ chemotherapy.,,Sheng-Quan ,,10.3892/or.2016.5089,,Is this publication relevent to this project?,
9c7f4cfe-7de6-45e2-839d-ce5d52981e69,Inhibition of STAT3 reverses alkylator resistance through modulation of the AKT and beta-catenin signaling pathways,2011,Activation of signal transducer and activator of trans- cription 3 (STAT3) is associated with poor clinical outcome of glioblastoma (GBM). However the role of STAT3 in resistance to alkylator-based chemotherapy remains unknown. Here we retrospectively analyzed the phosphorylated STAT3 (p-STAT3) profile of 68 GBM patients receiving alkylator therapy identifying p-STAT3 as an independent unfavorable prognostic factor for progression-free and overall survival. Additionally elevated p-STAT3 expression correlated with resistance to alkylator therapy. In vitro analysis revealed that U251 and U87 human glioma cells were refractory to treatment with the common alkylating agent temozolomide (TMZ) with only a modest impact on AKT and beta-catenin activation in the context of high p-STAT3. Inhibition of STAT3 in these cells significantly enhanced the effect of TMZ. Inhibition of STAT3 dramatically decreased the IC50 of TMZ increasing TMZ-induced apoptosis while up-regulating expression of Bcl-2 and down-regulating expression of Bax. Furthermore inhibition of STAT3 increased TMZ-induced G0-G1 arrest and decreased Cyclin D1 expression compared to TMZ alone. Together these results indicate that inhibition of STAT3 sensitizes glioma cells to TMZ at least in part by blocking the p-AKT and beta-catenin pathways. These findings strongly support the hypothesis that STAT3 inhibition significantly improves the clinical efficacy of alkylating agents.,,T ,,10.3892/or.2011.1396,,Is this publication relevent to this project?,
a3574ad4-c211-479d-8571-5abbe465fc44,Development of transferrin-modified poly(lactic-co-glycolic acid) nanoparticles for glioma therapy,2019,Glioma is a primary intracranial malignant tumor with poor prognosis. In this study we aimed to develop transferrin (Tf)-modified poly(lactic-co-glycolic acid) (PLGA) nanoparticles to deliver temozolomide (TMZ) to glioma and evaluate their efficacy to kill glioma. TMZ-loaded nanoparticles were prepared by nanoprecipitation technique and targeted by Tf. Tf-PLGA-TMZ and PLGA-TMZ were characterized for average particle sizes and zeta potentials cellular uptake and cytotoxicity as well as in-vitro drug release of these nanoparticles were evaluated in human glioma U87MG cells. In-vivo antiglioma efficacy of Tf-PLGA-TMZ was evaluated in nude mice. Polydispersity ratio increased from 0.132 to 0.150 while encapsulation efficiency decreased from 69.4 to 55.8% after Tf modification of PLGA-TMZ. High performance liquid chromatography test showed that Tf-targeted nanoparticles were better internalized into U87MG cells than nontargeted nanoparticles. Moreover Tf-PLGA-TMZ significantly decreased the viability of U87MG cells compared with nontargeted nanoparticles (P<0.05). In addition Tf-PLGA-TMZ significantly decreased tumor volume and improved the survival of nude mice injected with U87MG cells. Tf-modified PLGA nanoparticles could be used for effective delivery of TMZ and have promise for the treatment of glioma.,,Guodong ,,10.1097/CAD.0000000000000754,,Is this publication relevent to this project?,
a5713d3e-4825-4375-a2f2-505c35ea44f0,Riluzole enhances the antitumor effects of temozolomide via suppression of MGMT expression in glioblastoma,2020,OBJECTIVE: Glutamatergic signaling significantly promotes proliferation migration and invasion in glioblastoma (GBM). Riluzole a metabotropic glutamate receptor 1 inhibitor reportedly suppresses GBM growth. However the effects of combining riluzole with the primary GBM chemotherapeutic agent temozolomide (TMZ) are unknown. This study aimed to investigate the efficacy of combinatorial therapy with TMZ/riluzole for GBM in vitro and in vivo. METHOD(S): Three GBM cell lines T98G (human; O6-methylguanine DNA methyltransferase [MGMT] positive) U87MG (human; MGMT negative) and GL261 (murine; MGMT positive) were treated with TMZ riluzole or a combination of both. The authors performed cell viability assays followed by isobologram analysis to evaluate the effects of combinatorial treatment for each GBM cell line. They tested the effect of riluzole on MGMT a DNA repair enzyme causing chemoresistance to TMZ through quantitative real-time reverse transcription polymerase chain reaction in T98G cells. Furthermore they evaluated the efficacy of combinatorial TMZ/riluzole treatment in an orthotopic mouse allograft model of MGMT-positive GBM using C57BL/6 J mice and GL261 cells. RESULT(S): Riluzole displayed significant time- and dose-dependent growth-inhibitory effects on all GBM cell lines assessed independently. Riluzole enhanced the antitumor effect of TMZ synergistically in MGMT-positive but not in MGMT-negative GBM cell lines. Riluzole singularly suppressed MGMT expression and it significantly suppressed TMZ-induced MGMT upregulation (p < 0.01). Furthermore combinatorial TMZ/riluzole treatment significantly suppressed tumor growth in the intracranial MGMT-positive GBM model (p < 0.05). CONCLUSION(S): Riluzole attenuates TMZ-induced MGMT upregulation and enhances the antitumor effect of TMZ in MGMT-positive GBMs. Therefore combinatorial TMZ/riluzole treatment is a potentially promising novel therapeutic regimen for MGMT-positive GBMs.,,H ,,10.3171/2019.12.JNS192682,,Is this publication relevent to this project?,
a603ced9-8fb2-49e2-9c07-c294427d5047,Bortezomib inhibits growth and sensitizes glioma to temozolomide (TMZ) via down-regulating the FOXM1-Survivin axis,2019,Background: High-grade glioma (HGG) is a fatal human cancer. Bortezomib a proteasome inhibitor has been approved for the treatment of multiple myeloma but its use in glioma awaits further investigation. This study aimed to explore the chemotherapeutic effect and the underlying mechanism of bortezomib on gliomas. Method(s): U251 and U87 cell viability and proliferation were detected by 3-(45-dimethyl-2-thiazolyl)-25-diphenyl-2-H-tetrazolium bromide (MTT) assay tumor cell spheroid growth and colony formation assay. Cell apoptosis and cell cycle were detected by flow cytometry. Temozolomide (TMZ)-insensitive cell lines were induced by long-term TMZ treatment and cells with stem cell characteristics were enriched with stem cell culture medium. The mRNA levels of interested genes were measured via reverse transcription-quantitative polymerase chain reaction and protein levels were determined via Western blotting/immunofluorescent staining in cell lines and immunohistochemical staining in paraffin-embedded sections. Via inoculating U87 cells subcutaneously glioma xenograft models in nude mice were established for drug experiments. Patient survival data were analyzed using the Kaplan-Meier method. Result(s): Bortezomib inhibited the viability and proliferation of U251 and U87 cells in a dose- and time-dependent manner by inducing apoptosis and cell cycle arrest. Bortezomib also significantly inhibited the spheroid growth colony formation and stem-like cell proliferation of U251 and U87 cells. When administrated in combination bortezomib showed synergistic effect with TMZ in vitro and sensitized glioma to TMZ treatment both in vitro and in vivo. Bortezomib reduced both the mRNA and protein levels of Forkhead Box M1 (FOXM1) and its target gene Survivin. The FOXM1-Survivin axis was markedly up-regulated in established TMZ-insensitive glioma cell lines and HGG patients. Expression levels of FOXM1 and Survivin were positively correlated with each other and both related to poor prognosis in glioma patients. Conclusion(s): Bortezomib was found to inhibit glioma growth and improved TMZ chemotherapy efficacy probably via down-regulating the FOXM1-Survivin axis. Bortezomib might be a promising agent for treating malignant glioma alone or in combination with TMZ.Copyright © 2019 The Author(s).,,L Zhou,,10.1186/s40880-019-0424-2,,Is this publication relevent to this project?,
a75bdcfb-f1c2-4045-8807-062b503cfcb6,FTO inhibition enhances the anti-tumor effect of temozolomide by targeting MYC-miR-155/23a cluster-MXI1 feedback circuit in glioma,2020,Malignant glioma constitutes one of the fatal primary brain tumors in adults. Such poor prognosis calls for a better understanding of cancer-related signaling pathways of this disease. Here we elucidate a MYC-miRNA-MXI1 feedback loop that regulates proliferation and tumorigenesis in glioma. MYC suppressed MXI1 expression via microRNA-155 (miR-155) and the microRNA-23a~27a~24-2 cluster (miR-23a cluster) whereas MXI1 in turn inhibited MYC expression by binding to its promoter. Overexpression of miR-155 and the miR-23a cluster promoted tumorigenesis in U87 glioma cells. Furthermore FTO an N6-methyladenosine (m6A) RNA demethylase regulated the loop by targeting MYC. The ethyl ester form of meclofenamic acid (MA2) inhibited FTO and enhanced the effect of the chemotherapy drug temozolomide (TMZ) on suppressing proliferation of glioma cells and negatively regulated the loop. These data collectively highlight a key regulatory circuit in glioma and provide potential targets for clinical treatment.,,Songshan ,,10.1158/0008-5472.CAN-20-0132,,Is this publication relevent to this project?,
a8bf6c17-a6cc-45ff-8009-e93406692367,The synergic antitumor effects of paclitaxel and temozolomide co-loaded in mPEG-PLGA nanoparticles on glioblastoma cells,2016,To get better chemotherapy efficacy the optimal synergic effect of Paclitaxel (PTX) and Temozolomide (TMZ) on glioblastoma cells lines was investigated. A dual drug-loaded delivery system based on mPEG-PLGA nanoparticles (NPs) was developed to potentiate chemotherapy efficacy for glioblastoma. PTX/TMZ-NPs were prepared with double emulsification solvent evaporation method and exhibited a relatively uniform diameter of 206.3 +/- 14.7 nm. The NPs showed sustained release character. Cytotoxicity assays showed the best synergistic effects were achieved when the weight ratios of PTX to TMZ were 1: 5 and 1: 100 on U87 and C6 cells respectively. PTX/TMZ-NPs showed better inhibition effect to U87 and C6 cells than single drug NPs or free drugs mixture. PTX/TMZ-NPs (PTX: TMZ was 1: 5(w/w)) significantly inhibited the tumor growth in the subcutaneous U87 mice model. These results indicate that coordinate administration of PTX and TMZ combined with NPs is an efficient method for glioblastoma.,,Yourong ,,10.18632/oncotarget.7896,,Is this publication relevent to this project?,
a8ccfd07-4f6d-446e-97d8-a2fae50e8a6c,Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells,2019,Background: Glioblastoma (GBM) is an aggressive brain tumor with universal recurrence and poor prognosis. The recurrence is largely driven by chemoradiation resistant cancer stem cells (CSCs). Epidermal growth factor receptor (EGFR) and its mutant EGFRvIII are amplified in ~ 60% and ~ 30% of GBM patients respectively; however therapies targeting EGFR have failed to improve disease outcome. EGFRvIII-mediated cross-activation of tyrosine kinase receptor cMET regulates GBM CSC maintenance and promote tumor recurrence. Here we evaluated the efficacy of pan-EGFR inhibitor afatinib and Temozolomide (TMZ) combination on GBM in vitro and in vivo. Method(s): We analyzed the effect of afatinib and temozolomide (TMZ) combination on GBM cells U87MG and U251 engineered to express wild type (WT) EGFR EGFRvIII or EGFRvIII dead kinase CSCs isolated from U87 and U87EGFRvIII in vitro. The therapeutic utility of the drug combination was investigated on tumor growth and progression using intracranially injected U87EGFRvIII GBM xenografts. Result(s): Afatinib and TMZ combination synergistically inhibited the proliferation clonogenic survival motility invasion and induced senescence of GBM cells compared to monotherapy. Mechanistically afatinib decreased U87EGFRvIII GBM cell proliferation and motility/invasion by inhibiting EGFRvIII/AKT EGFRvIII/JAK2/STAT3 and focal adhesion kinase (FAK) signaling pathways respectively. Interestingly afatinib specifically inhibited EGFRvIII-cMET crosstalk in CSCs resulting in decreased expression of Nanog and Oct3/4 and in combination with TMZ significantly decreased their self-renewal property in vitro. More interestingly afatinib and TMZ combination significantly decreased the xenograft growth and progression compared to single drug alone. Conclusion(s): Our study demonstrated significant inhibition of GBM tumorigenicity CSC maintenance in vitro and delayed tumor growth and progression in vivo by combination of afatinib and TMZ. Our results warrant evaluation of this drug combination in EGFR and EGFRvIII amplified GBM patients.Copyright © 2019 The Author(s).,,N ,,10.1186/s13046-019-1264-2,,Is this publication relevent to this project?,
ad8ce2bc-4f32-470f-9283-661b46dbd444,Transcriptional targeting of adenovirally delivered tumor necrosis factor alpha by temozolomide in experimental glioblastoma,2004,Temozolomide is an oral alkylating agent shown to have modest efficacy in the treatment of glioblastoma multiforme. Tumor necrosis factor a (TNF-alpha) is a polypeptide cytokine with synergistic antitumor activity in combination therapy with alkylating agents. We investigated the combined use of Ad.Egr-TNF a replication-defective adenoviral vector encoding the cDNA for TNF-alpha under the control of chemo-inducible elements of the egrl gene promoter and intraperitoneal temozolomide in an intracranial human malignant glioma model. In hind limb U87MG xenografts temozolomide produced a 6.4-fold greater induction of TNF-alpha after infection with Ad.Egr-TNF compared with Ad.Egr-TNF alone at 96 hours (P < 0.02). TNF-alpha and temozolomide combination leads to a synergistic decrease in U87 cell viability at 72 hours compared with either treatment alone (P < 0.001). Median survival for animals treated with Ad.Egr-TNF alone temozolomide alone and Ad.Egr-TNF/temozolomide was 21 28 and 74 days respectively (P < 0.001 by log-rank). Flow cytometric assessment of apoptosis revealed a synergistic increase in U87 cell apoptosis in vitro at 72 hours (P < 0.05) and terminal deoxynucleotidyl transferase-mediated dUTP-biotin nick end-labeling JUNEL) evaluation of tumor sections revealed significantly increased TUNEL-positive cells after combination treatment compared with either treatment alone (P < 0.05). In conclusion combination treatment with transcriptionally activated intratumoral TNF-alpha and systemic temozolomide significantly prolongs survival in an experimental glioblastoma multiforme model.,,R ,,10.1158/0008-5472.CAN-04-2117,,Is this publication relevent to this project?,
