AnnotatorIdStr,StudyIdStr,OutcomeIdStr,CohortIdStr,ExperimentIdStr,DateTimeCreated,Reconciled,GreaterIsWorse,Units,AverageType,NumberOfAnimals,ErrorType,Time,Average,Error,idStr,StageIdStr,ProjectIdStr,StudyId,StudyLabel,Why is the study not relevant?,How is the reporting of conflicts of interest?   ,Is this article relevant according to inclusion and exclusion criteria?,ExperimentLabel,Do they report the duration of the experiment with U87 cells exposed to tmz?,What other source for U87 cells did they have?,"If the age of the cell line is reported, hwo many cell passages where driven?",Was a cell line authentification of U87 cells performed?,Is a successfull mycoplasma contamination exclusion of the cell line reported?,Is the age of the cell line reported?,At which confluency level did they perform a cell passaging?,Experiment label?,Are at least three independent replications of the experiment reported?,How long did they run the experiment with U87 cells exposed to Temozolomide?,How long is is the time period until they performed a cell passaging?,From whom did they get the U87 cells?, How ist the reporting on cell passaging criteria?,CohortLabel,Cohort label?,Number of animals in cohort,OutcomeLabel,Outcome measure average type,Greater is worse.,Outcome measure units,Which other outcome measure method is used?,Outcome measure error type,Which cell growth/viability assay is used?,Outcome assessment procedure label?,ModelIdStr,ModelLabel,Did they use FCS/FBS medium for U87?,Wich other antibiotics did they use?,ModelControl,Which antibiotic did they used in the U87 cell line medium?,"If they used FCS/FBS, from which manufactur did they purchased it?",Disease model induction procedure label?,How is the glucose-level of the DMEM-medium for U87?,Which other source did they have for FCS/FBS?,InterventionIdStr,InterventionLabel,What is the volume of the added Temozolomide-Suspension?,What is the number of cells plated per well?,Is a defined volume or a range of volumes the cells plated in reported?,What other control did they use?,Is the volume of the added Temozolomide-suspension reported?,What is the range of numbers of cells plated per well?,Is the source of temozolomide reported?,What is the range of concentrations of cells plated?,What is the type of control treatment?,What is the volume the cells are plated in?,Treatment procedure label?,Is a defined number or a range of cells plated reported?,Is the volume of the control-suspension matched to the TMZ-suspension?,InterventionControl,Is the number / concentration / volume the U87 cells are plated reported?,What is the defined concentration of cells plated?,Is a defined concentration or a range of conc. of cells plated reported?,Is the volume of the added control-suspension reported?
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,07e3525c-7d1b-40ec-b16b-3967e9cf77f2,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,6,82,18,8d7fd192-8d61-482e-a8b2-90fcfeaff9fc,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 100,tmz 100,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,36d55821-ff3b-429c-b7e5-84c2f797aacf,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,3,108,12,3cc2ea48-ab35-4f48-918e-669a464f8ba2,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 10,tmz 10,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,36d55821-ff3b-429c-b7e5-84c2f797aacf,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,6,95,8,3cc2ea48-ab35-4f48-918e-669a464f8ba2,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 10,tmz 10,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,3a38e20c-caba-407f-a1e6-483872071caf,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,3,109,25,1dfcdc66-ee72-4f72-885e-0b08fb59d675,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 50,tmz 50,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,3a38e20c-caba-407f-a1e6-483872071caf,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,6,80,13,1dfcdc66-ee72-4f72-885e-0b08fb59d675,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 50,tmz 50,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,5aa2c618-b3a7-4c3b-bfe7-0dfe0a844a4f,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,3,103,5,dd161d4c-c9da-4c0a-b8ef-cb36892cbdf6,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,Control,Control,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,d9d2b1ec-69d7-4084-8aa1-810c62f470ca,Control,,50000,,,,,,,not reported,,Control,defined number,,TRUE,number of cells plated is reported,,,FALSE
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,5aa2c618-b3a7-4c3b-bfe7-0dfe0a844a4f,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,6,100,3,dd161d4c-c9da-4c0a-b8ef-cb36892cbdf6,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,Control,Control,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,d9d2b1ec-69d7-4084-8aa1-810c62f470ca,Control,,50000,,,,,,,not reported,,Control,defined number,,TRUE,number of cells plated is reported,,,FALSE
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,6d4b0bc6-c1b9-43b4-bb44-e06b15273905,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,3,116,5,42329ddf-a682-4d66-9ff0-1e686e3784fb,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 200,tmz 200,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,6d4b0bc6-c1b9-43b4-bb44-e06b15273905,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,6,79,5,42329ddf-a682-4d66-9ff0-1e686e3784fb,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 200,tmz 200,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,809ea964-ea3c-4ee5-921b-2bfe198fe52f,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,3,110,18,7b542f74-c6c6-4aeb-ac89-5c3bf33f0d48,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 25,tmz 25,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,809ea964-ea3c-4ee5-921b-2bfe198fe52f,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,6,83,7,7b542f74-c6c6-4aeb-ac89-5c3bf33f0d48,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 25,tmz 25,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,bb9bc383-051d-42a6-99b1-faedab3eb215,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,3,114,12,bcce429f-490d-47cf-a3a2-bacb73b310fd,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 75,tmz 75,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,bb9bc383-051d-42a6-99b1-faedab3eb215,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,6,79,11,bcce429f-490d-47cf-a3a2-bacb73b310fd,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 75,tmz 75,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,edcf7430-3e0a-49ee-9754-7d2b1d7b423e,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,3,94,8,b41b0d51-18fc-4fb8-a5ef-226e1464a934,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 5,tmz 5,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,e97857cd-aa4e-4af4-9448-6f6973fd6755,68033969-9913-4e92-bc59-cfb8535e4d03,edcf7430-3e0a-49ee-9754-7d2b1d7b423e,11e4456c-a759-4624-b5a2-205f5785546b,2020-10-11 11:58:45,FALSE,TRUE,Cell viability (%),Mean,3,SD,6,92,6,b41b0d51-18fc-4fb8-a5ef-226e1464a934,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,e97857cd-aa4e-4af4-9448-6f6973fd6755,Root,,it is reported that there are conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,6,,ATCC,not reported,tmz 5,tmz 5,3,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,5e47bb38-791b-4763-a089-30d6c417066c,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,f347e5e1-3663-419b-94a6-a7de783620b7,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,ead849ed-5eaa-4015-a924-d03a30dbfebb,03e16484-da59-4468-825b-9eb9c525f07c,55e4842a-202e-42d9-a82a-7de457157474,4992531a-c7ce-482e-94c2-d0c45b3b227e,2020-10-19 15:21:38,FALSE,FALSE,Inhibitory ratio (%),Mean,3,SD,1,48,3,bebb4fdf-5c36-40e2-a548-88bb5000f6ab,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ead849ed-5eaa-4015-a924-d03a30dbfebb,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Shanghai Institute of Cell Biology, Chinese Academy of Sciences (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,1,,other source,not reported,tmz 200,tmz 200,3,cv,Mean,FALSE,Inhibitory ratio (%),,SD,CCK8 (Cell counting),cv,c1296310-9eba-4e35-a229-931a3f67d718,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,not reported,,8f98b87a-0458-452f-b581-8a3449b2827b,tmz,,5000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,ead849ed-5eaa-4015-a924-d03a30dbfebb,03e16484-da59-4468-825b-9eb9c525f07c,680921f2-65e8-4991-83a0-ef800349466c,4992531a-c7ce-482e-94c2-d0c45b3b227e,2020-10-19 15:21:38,FALSE,FALSE,Inhibitory ratio (%),Mean,3,SD,1,22,1,be93754a-d595-4f30-b596-c5f11790bf6b,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ead849ed-5eaa-4015-a924-d03a30dbfebb,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Shanghai Institute of Cell Biology, Chinese Academy of Sciences (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,1,,other source,not reported,tmz 100,tmz 100,3,cv,Mean,FALSE,Inhibitory ratio (%),,SD,CCK8 (Cell counting),cv,c1296310-9eba-4e35-a229-931a3f67d718,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,not reported,,8f98b87a-0458-452f-b581-8a3449b2827b,tmz,,5000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,ead849ed-5eaa-4015-a924-d03a30dbfebb,03e16484-da59-4468-825b-9eb9c525f07c,78c71816-43a3-41aa-88e9-1f4f4abf08c8,4992531a-c7ce-482e-94c2-d0c45b3b227e,2020-10-19 15:21:38,FALSE,FALSE,Inhibitory ratio (%),Mean,3,SD,1,66,2,470965b2-b47c-4472-a672-e4f7e69bec1b,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ead849ed-5eaa-4015-a924-d03a30dbfebb,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Shanghai Institute of Cell Biology, Chinese Academy of Sciences (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,1,,other source,not reported,tmz 400,tmz 400,3,cv,Mean,FALSE,Inhibitory ratio (%),,SD,CCK8 (Cell counting),cv,c1296310-9eba-4e35-a229-931a3f67d718,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,not reported,,8f98b87a-0458-452f-b581-8a3449b2827b,tmz,,5000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,ead849ed-5eaa-4015-a924-d03a30dbfebb,03e16484-da59-4468-825b-9eb9c525f07c,b52b90b6-aef8-484b-902a-c1d34a972d6f,4992531a-c7ce-482e-94c2-d0c45b3b227e,2020-10-19 15:21:38,FALSE,FALSE,Inhibitory ratio (%),Mean,3,SD,1,61,3,6a2f6c6a-5efa-4cd9-9e20-c8239d2b3228,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ead849ed-5eaa-4015-a924-d03a30dbfebb,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Shanghai Institute of Cell Biology, Chinese Academy of Sciences (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,1,,other source,not reported,tmz 300,tmz 300,3,cv,Mean,FALSE,Inhibitory ratio (%),,SD,CCK8 (Cell counting),cv,c1296310-9eba-4e35-a229-931a3f67d718,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,not reported,,8f98b87a-0458-452f-b581-8a3449b2827b,tmz,,5000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,ead849ed-5eaa-4015-a924-d03a30dbfebb,03e16484-da59-4468-825b-9eb9c525f07c,c02de3ba-251b-4776-a840-f22950229048,4992531a-c7ce-482e-94c2-d0c45b3b227e,2020-10-19 15:21:38,FALSE,FALSE,Inhibitory ratio (%),Mean,3,SD,1,15,4,99a6d6e2-f886-4fa7-aa3f-042bc7f75006,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ead849ed-5eaa-4015-a924-d03a30dbfebb,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Shanghai Institute of Cell Biology, Chinese Academy of Sciences (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,1,,other source,not reported,tmz 50,tmz 50,3,cv,Mean,FALSE,Inhibitory ratio (%),,SD,CCK8 (Cell counting),cv,c1296310-9eba-4e35-a229-931a3f67d718,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,not reported,,8f98b87a-0458-452f-b581-8a3449b2827b,tmz,,5000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
a92f6308-5fb6-4754-a80f-5fcead380da6,ee686ee8-038b-47d2-9995-37183f9c51be,db213538-fd08-4133-aaaf-b9873b25f1c3,081d87a6-b3b8-4e93-bc86-24ffb085fb42,0c293f34-f0d1-486f-8485-66421526d7f2,2020-10-20 21:26:39,FALSE,TRUE,Proliferation,Mean,3,SD,5,0.42,0.03,42ab5abf-51d8-4672-b27e-8f20600c4545,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ee686ee8-038b-47d2-9995-37183f9c51be,Root,,it is reported that there are no conflicts of interest ,TRUE,e1,TRUE,,,FALSE,TRUE,FALSE,,e1,TRUE,5,,ATCC,not reported,tmz 40,tmz 40,3,cv,Mean,TRUE,Proliferation,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,62127f45-992a-4c52-b298-3b6adebabf84,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,not reported,,491c5091-3919-4a7e-962d-d665ac9859bc,tmz,,2500,defined volume,,FALSE,,FALSE,,,100,tmz,defined number,,FALSE,"c(""number of cells plated is reported"", ""volume the cells are plated in is reported"")",,,
a92f6308-5fb6-4754-a80f-5fcead380da6,ee686ee8-038b-47d2-9995-37183f9c51be,db213538-fd08-4133-aaaf-b9873b25f1c3,081d87a6-b3b8-4e93-bc86-24ffb085fb42,405be018-9ea3-4a93-99e1-0c64b33e7318,2020-10-20 21:26:39,FALSE,TRUE,Proliferation,Mean,3,SD,5,0.45,0.03,3c4e37ca-150d-443b-b8aa-4d6181e23c01,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ee686ee8-038b-47d2-9995-37183f9c51be,Root,,it is reported that there are no conflicts of interest ,TRUE,e2,TRUE,,,FALSE,TRUE,FALSE,,e2,TRUE,5,,ATCC,not reported,tmz 40,tmz 40,3,cv,Mean,TRUE,Proliferation,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,62127f45-992a-4c52-b298-3b6adebabf84,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,not reported,,491c5091-3919-4a7e-962d-d665ac9859bc,tmz,,2500,defined volume,,FALSE,,FALSE,,,100,tmz,defined number,,FALSE,"c(""number of cells plated is reported"", ""volume the cells are plated in is reported"")",,,
