StudyID;Title;Authors;Year;DOI;Journal;JIF of journal;Conflicts of interest;Antibiotics;FBS source;Glucose level;Type of untreated control;TMZ source reported?;Cell number;Cell volume;Cell concentration;Volume of added TMZ reported?;Volume of added control;Assay;Number of experiments;Errortype;Errortype reporting;U-87 MG authentication;U-87 MG source;U-87 MG age;Confluence at cell passaging;Time interval between cell passaging;Mycoplasma contamination exclusion;Treatment duration;TMZ concentration;Reporting ratio;Included in meta-analysis?;Mean cell viability;Error cell viability;Cell viability unit;Presented as growth inhibition?;Control?;Sample size calculation;Random group allocation;Blinded outcome assessment;Open-access pre-registered study protocol;Way of calculation for cell viability summary data;Unclear number of independent experiments and replications per experiment;Data presented for every experiment?;Missing data (for particular drug concentrations and/or treatment durations) within an experiment
3c41250d-a6ef-47cd-bdce-1323921aa009;Anti-epidermal growth factor receptor siRNA carried by chitosan-transacylated lipid nanocapsules increases sensitivity of glioblastoma cells to temozolomide;Messaoudi et al.;2014;10.2147/IJN.S59134;International Journal of Nanomedicine ;4,383;it is reported that there are no conflicts of interest ;not reported;not reported;low glucose & pyruvate;not reported;NA;25000;500;50;NA;FALSE;MTT, colorimetric;not reported;SEM;reported;FALSE;ATCC;;NA;NA;FALSE;1;0;0,4375;FALSE;100;8;% of living cells;FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
3c41250d-a6ef-47cd-bdce-1323921aa009;Anti-epidermal growth factor receptor siRNA carried by chitosan-transacylated lipid nanocapsules increases sensitivity of glioblastoma cells to temozolomide;Messaoudi et al.;2014;10.2147/IJN.S59134;International Journal of Nanomedicine ;4,383;it is reported that there are no conflicts of interest ;not reported;not reported;low glucose & pyruvate;;FALSE;25000;500;50;FALSE;NA;MTT, colorimetric;not reported;SEM;reported;FALSE;ATCC;;NA;NA;FALSE;1;154,5189054;0,4375;FALSE;99;6;% of living cells;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
3c41250d-a6ef-47cd-bdce-1323921aa009;Anti-epidermal growth factor receptor siRNA carried by chitosan-transacylated lipid nanocapsules increases sensitivity of glioblastoma cells to temozolomide;Messaoudi et al.;2014;10.2147/IJN.S59134;International Journal of Nanomedicine ;4,383;it is reported that there are no conflicts of interest ;not reported;not reported;low glucose & pyruvate;;FALSE;25000;500;50;FALSE;NA;MTT, colorimetric;not reported;SEM;reported;FALSE;ATCC;;NA;NA;FALSE;1;309,0378108;0,4375;FALSE;89;11;% of living cells;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
3c41250d-a6ef-47cd-bdce-1323921aa009;Anti-epidermal growth factor receptor siRNA carried by chitosan-transacylated lipid nanocapsules increases sensitivity of glioblastoma cells to temozolomide;Messaoudi et al.;2014;10.2147/IJN.S59134;International Journal of Nanomedicine ;4,383;it is reported that there are no conflicts of interest ;not reported;not reported;low glucose & pyruvate;;FALSE;25000;500;50;FALSE;NA;MTT, colorimetric;not reported;SEM;reported;FALSE;ATCC;;NA;NA;FALSE;1;643,8287725;0,4375;FALSE;85;8;% of living cells;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
3c41250d-a6ef-47cd-bdce-1323921aa009;Anti-epidermal growth factor receptor siRNA carried by chitosan-transacylated lipid nanocapsules increases sensitivity of glioblastoma cells to temozolomide;Messaoudi et al.;2014;10.2147/IJN.S59134;International Journal of Nanomedicine ;4,383;it is reported that there are no conflicts of interest ;not reported;not reported;low glucose & pyruvate;;FALSE;25000;500;50;FALSE;NA;MTT, colorimetric;not reported;SEM;reported;FALSE;ATCC;;NA;NA;FALSE;1;1287,657545;0,4375;FALSE;75;4;% of living cells;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
3c41250d-a6ef-47cd-bdce-1323921aa009;Anti-epidermal growth factor receptor siRNA carried by chitosan-transacylated lipid nanocapsules increases sensitivity of glioblastoma cells to temozolomide;Messaoudi et al.;2014;10.2147/IJN.S59134;International Journal of Nanomedicine ;4,383;it is reported that there are no conflicts of interest ;not reported;not reported;low glucose & pyruvate;;FALSE;25000;500;50;FALSE;NA;MTT, colorimetric;not reported;SEM;reported;FALSE;ATCC;;NA;NA;FALSE;1;2575,31509;0,4375;FALSE;69;7;% of living cells;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
3dbdbe41-d0eb-48c1-b17f-220b052d1937;Anti-tumor activities of luteolin and silibinin in glioblastoma cells: overexpression of miR-7-1-3p augmented luteolin and silibinin to inhibit autophagy and induce apoptosis in glioblastoma in vivo;Chakrabarti et al.;2015;10.1007/s10495-015-1198-x;Apoptosis;3,592;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;3;SEM;reported;FALSE;ATCC;;NA;NA;FALSE;1;0;0,5;TRUE;100;2,7;" Cell viability (% of control; OD at 570nm)";FALSE;TRUE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
3dbdbe41-d0eb-48c1-b17f-220b052d1937;Anti-tumor activities of luteolin and silibinin in glioblastoma cells: overexpression of miR-7-1-3p augmented luteolin and silibinin to inhibit autophagy and induce apoptosis in glioblastoma in vivo;Chakrabarti et al.;2015;10.1007/s10495-015-1198-x;Apoptosis;3,592;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;FALSE;10000;NA;NA;FALSE;NA;MTT, colorimetric;3;SEM;reported;FALSE;ATCC;;NA;NA;FALSE;1;100;0,5;TRUE;58,4;5,9;" Cell viability (% of control; OD at 570nm)";FALSE;FALSE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
3eedd5d4-fa1a-4ae8-ad65-8cab83302689;Artesunate Enhances the Antiproliferative Effect of Temozolomide on U87MG and A172 Glioblastoma Cell Lines;Karpel-Massler et al.;2014;10.2174/18715206113136660340;Anti-Cancer Agents in Medicinal Chemistry;2,469;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;Temozolomide is the control group of the experiment;TRUE;1500;NA;NA;FALSE;FALSE;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;6;12,2;0,5625;TRUE;78;12;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
3eedd5d4-fa1a-4ae8-ad65-8cab83302689;Artesunate Enhances the Antiproliferative Effect of Temozolomide on U87MG and A172 Glioblastoma Cell Lines;Karpel-Massler et al.;2014;10.2174/18715206113136660340;Anti-Cancer Agents in Medicinal Chemistry;2,469;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;Temozolomide is the control group of the experiment;TRUE;1500;NA;NA;FALSE;FALSE;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;6;20,5;0,5625;TRUE;60;18;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;Trypan Blue exclusion, cell counting;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;2;0;0,5625;TRUE;155,5;10;Cell number *1000;FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;1;0;0,5625;TRUE;0,68;0,08;Cell viability (% of control);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;2;0;0,5625;TRUE;0,93;0,04;Cell viability (% of control);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;3;0;0,5625;TRUE;1;0,05;Cell viability (% of control);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;4;0;0,5625;TRUE;1,36;0,06;Cell viability (% of control);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;2;0;0,5625;TRUE;100;5;Cell viability (% of control);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;Trypan Blue exclusion, cell counting;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;2;70;0,5625;TRUE;84,5;4;Cell number *1000;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;1;70;0,5625;TRUE;0,6;0,04;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;2;70;0,5625;TRUE;0,74;0,08;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;3;70;0,5625;TRUE;0,82;0,09;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;4;70;0,5625;TRUE;1,03;0,09;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
41561b20-5972-4095-aa53-32465f12d018;Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling;Han et al.;2017;10.1038/bjc.2017.89;British Journal of Cancer;5,922;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;3;SEM;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;NA;FALSE;2;70;0,5625;TRUE;60,5;6;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
427b652e-42e6-436e-bbd4-387c914bca80;Combination of biochanin a and temozolomide impairs tumor growth by modulating cell metabolism in glioblastoma multiforme;Desai et al.;2019;10.21873/anticanres.13079;ANTICANCER RESEARCH;1,994;not reported at all;not reported;Other source;not reported;not reported;NA;10000;NA;NA;NA;FALSE;other;3;SD;not reported;FALSE;ATCC;;NA;NA;FALSE;3;0;0,375;TRUE;100;1; cell survival (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
427b652e-42e6-436e-bbd4-387c914bca80;Combination of biochanin a and temozolomide impairs tumor growth by modulating cell metabolism in glioblastoma multiforme;Desai et al.;2019;10.21873/anticanres.13079;ANTICANCER RESEARCH;1,994;not reported at all;not reported;Other source;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;3;SD;not reported;FALSE;ATCC;;NA;NA;FALSE;3;0;0,375;TRUE;100;0,5;cell survival (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
427b652e-42e6-436e-bbd4-387c914bca80;Combination of biochanin a and temozolomide impairs tumor growth by modulating cell metabolism in glioblastoma multiforme;Desai et al.;2019;10.21873/anticanres.13079;ANTICANCER RESEARCH;1,994;not reported at all;not reported;Other source;not reported;;TRUE;10000;NA;NA;FALSE;NA;other;3;SD;not reported;FALSE;ATCC;;NA;NA;FALSE;3;20;0,375;TRUE;79;6; cell survival (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
427b652e-42e6-436e-bbd4-387c914bca80;Combination of biochanin a and temozolomide impairs tumor growth by modulating cell metabolism in glioblastoma multiforme;Desai et al.;2019;10.21873/anticanres.13079;ANTICANCER RESEARCH;1,994;not reported at all;not reported;Other source;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;not reported;FALSE;ATCC;;NA;NA;FALSE;3;20;0,375;TRUE;79,4;6,2;cell survival (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
427b652e-42e6-436e-bbd4-387c914bca80;Combination of biochanin a and temozolomide impairs tumor growth by modulating cell metabolism in glioblastoma multiforme;Desai et al.;2019;10.21873/anticanres.13079;ANTICANCER RESEARCH;1,994;not reported at all;not reported;Other source;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;not reported;FALSE;ATCC;;NA;NA;FALSE;3;50;0,375;TRUE;85,5;17,6;cell survival (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
427b652e-42e6-436e-bbd4-387c914bca80;Combination of biochanin a and temozolomide impairs tumor growth by modulating cell metabolism in glioblastoma multiforme;Desai et al.;2019;10.21873/anticanres.13079;ANTICANCER RESEARCH;1,994;not reported at all;not reported;Other source;not reported;;TRUE;10000;NA;NA;FALSE;NA;other;3;SD;not reported;FALSE;ATCC;;NA;NA;FALSE;3;70;0,375;TRUE;73;6; cell survival (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
427b652e-42e6-436e-bbd4-387c914bca80;Combination of biochanin a and temozolomide impairs tumor growth by modulating cell metabolism in glioblastoma multiforme;Desai et al.;2019;10.21873/anticanres.13079;ANTICANCER RESEARCH;1,994;not reported at all;not reported;Other source;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;not reported;FALSE;ATCC;;NA;NA;FALSE;3;70;0,375;TRUE;72;5,7;cell survival (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
4460c6e8-45ac-4cf5-9d06-ebbdaafb7912;Transcriptional targeting of adenovirally delivered tumor necrosis factor alpha by temozolomide in experimental glioblastoma;Yamini et al.;2004;10.1158/0008-5472.CAN-04-2117;CANCER RESEARCH;7,69;it is reported that there are conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTS, colorimetric;3;SD;reported;FALSE;not reported;;NA;NA;FALSE;3;0;0,5;TRUE;1,2;0,09;OD Absorbance (490nm);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
4460c6e8-45ac-4cf5-9d06-ebbdaafb7912;Transcriptional targeting of adenovirally delivered tumor necrosis factor alpha by temozolomide in experimental glioblastoma;Yamini et al.;2004;10.1158/0008-5472.CAN-04-2117;CANCER RESEARCH;7,69;it is reported that there are conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;not reported;NA;10000;NA;NA;NA;FALSE;Trypan Blue exclusion, cell counting;3;SD;reported;FALSE;other;;NA;NA;FALSE;1;0;0,5;TRUE;94,6;0,5;Cell viability (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
4460c6e8-45ac-4cf5-9d06-ebbdaafb7912;Transcriptional targeting of adenovirally delivered tumor necrosis factor alpha by temozolomide in experimental glioblastoma;Yamini et al.;2004;10.1158/0008-5472.CAN-04-2117;CANCER RESEARCH;7,69;it is reported that there are conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;not reported;NA;10000;NA;NA;NA;FALSE;Trypan Blue exclusion, cell counting;3;SD;reported;FALSE;other;;NA;NA;FALSE;2;0;0,5;TRUE;96,3;0,5;Cell viability (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
4460c6e8-45ac-4cf5-9d06-ebbdaafb7912;Transcriptional targeting of adenovirally delivered tumor necrosis factor alpha by temozolomide in experimental glioblastoma;Yamini et al.;2004;10.1158/0008-5472.CAN-04-2117;CANCER RESEARCH;7,69;it is reported that there are conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;not reported;NA;10000;NA;NA;NA;FALSE;Trypan Blue exclusion, cell counting;3;SD;reported;FALSE;other;;NA;NA;FALSE;3;0;0,5;TRUE;90,9;0,5;Cell viability (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
4460c6e8-45ac-4cf5-9d06-ebbdaafb7912;Transcriptional targeting of adenovirally delivered tumor necrosis factor alpha by temozolomide in experimental glioblastoma;Yamini et al.;2004;10.1158/0008-5472.CAN-04-2117;CANCER RESEARCH;7,69;it is reported that there are conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTS, colorimetric;3;SD;reported;FALSE;not reported;;NA;NA;FALSE;3;100;0,5;TRUE;1;0,09;OD Absorbance (490nm);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
4460c6e8-45ac-4cf5-9d06-ebbdaafb7912;Transcriptional targeting of adenovirally delivered tumor necrosis factor alpha by temozolomide in experimental glioblastoma;Yamini et al.;2004;10.1158/0008-5472.CAN-04-2117;CANCER RESEARCH;7,69;it is reported that there are conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;;TRUE;10000;NA;NA;FALSE;NA;Trypan Blue exclusion, cell counting;3;SD;reported;FALSE;other;;NA;NA;FALSE;1;100;0,5;TRUE;92,3;0,5;Cell viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
4460c6e8-45ac-4cf5-9d06-ebbdaafb7912;Transcriptional targeting of adenovirally delivered tumor necrosis factor alpha by temozolomide in experimental glioblastoma;Yamini et al.;2004;10.1158/0008-5472.CAN-04-2117;CANCER RESEARCH;7,69;it is reported that there are conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;;TRUE;10000;NA;NA;FALSE;NA;Trypan Blue exclusion, cell counting;3;SD;reported;FALSE;other;;NA;NA;FALSE;2;100;0,5;TRUE;90,9;0,5;Cell viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
4460c6e8-45ac-4cf5-9d06-ebbdaafb7912;Transcriptional targeting of adenovirally delivered tumor necrosis factor alpha by temozolomide in experimental glioblastoma;Yamini et al.;2004;10.1158/0008-5472.CAN-04-2117;CANCER RESEARCH;7,69;it is reported that there are conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;;TRUE;10000;NA;NA;FALSE;NA;Trypan Blue exclusion, cell counting;3;SD;reported;FALSE;other;;NA;NA;FALSE;3;100;0,5;TRUE;74,3;0,5;Cell viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
48a8b193-0684-4a6b-b3bc-47f74d80bd32;Regulation of Integrated Stress Response Sensitizes U87MG Glioblastoma Cells to Temozolomide Through the Mitochondrial Apoptosis Pathway;He et al.;2018;10.1002/ar.23839;THE ANATOMICAL RECORD;1,329;not reported at all;not reported;Hyclone Laboratories Inc, US;not reported;not reported;NA;8000;200;40;NA;FALSE;MTT, colorimetric;6;SD;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;70;FALSE;1;0;0,5625;TRUE;1;0,04;Cell Viability (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
48a8b193-0684-4a6b-b3bc-47f74d80bd32;Regulation of Integrated Stress Response Sensitizes U87MG Glioblastoma Cells to Temozolomide Through the Mitochondrial Apoptosis Pathway;He et al.;2018;10.1002/ar.23839;THE ANATOMICAL RECORD;1,329;not reported at all;not reported;Hyclone Laboratories Inc, US;not reported;;TRUE;8000;200;40;FALSE;NA;MTT, colorimetric;6;SD;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;70;FALSE;1;100;0,5625;TRUE;0,89;0,05;Cell Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
48a8b193-0684-4a6b-b3bc-47f74d80bd32;Regulation of Integrated Stress Response Sensitizes U87MG Glioblastoma Cells to Temozolomide Through the Mitochondrial Apoptosis Pathway;He et al.;2018;10.1002/ar.23839;THE ANATOMICAL RECORD;1,329;not reported at all;not reported;Hyclone Laboratories Inc, US;not reported;;TRUE;8000;200;40;FALSE;NA;MTT, colorimetric;6;SD;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;70;FALSE;1;1600;0,5625;TRUE;0,38;0,07;Cell Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
48a8b193-0684-4a6b-b3bc-47f74d80bd32;Regulation of Integrated Stress Response Sensitizes U87MG Glioblastoma Cells to Temozolomide Through the Mitochondrial Apoptosis Pathway;He et al.;2018;10.1002/ar.23839;THE ANATOMICAL RECORD;1,329;not reported at all;not reported;Hyclone Laboratories Inc, US;not reported;;TRUE;8000;200;40;FALSE;NA;MTT, colorimetric;6;SD;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;70;FALSE;1;200;0,5625;TRUE;0,79;0,03;Cell Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
48a8b193-0684-4a6b-b3bc-47f74d80bd32;Regulation of Integrated Stress Response Sensitizes U87MG Glioblastoma Cells to Temozolomide Through the Mitochondrial Apoptosis Pathway;He et al.;2018;10.1002/ar.23839;THE ANATOMICAL RECORD;1,329;not reported at all;not reported;Hyclone Laboratories Inc, US;not reported;;TRUE;8000;200;40;FALSE;NA;MTT, colorimetric;6;SD;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;70;FALSE;1;400;0,5625;TRUE;0,54;0,06;Cell Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
48a8b193-0684-4a6b-b3bc-47f74d80bd32;Regulation of Integrated Stress Response Sensitizes U87MG Glioblastoma Cells to Temozolomide Through the Mitochondrial Apoptosis Pathway;He et al.;2018;10.1002/ar.23839;THE ANATOMICAL RECORD;1,329;not reported at all;not reported;Hyclone Laboratories Inc, US;not reported;;TRUE;8000;200;40;FALSE;NA;MTT, colorimetric;6;SD;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;70;FALSE;1;50;0,5625;TRUE;0,94;0,05;Cell Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
